CÓDIGO,CST 00,CST 02,CST 10,CST 15,CST 20,CST 30,CST 40,CST 41,CST 50,CST 51,CST 53,CST 60,CST 61,CST 70,CST 90,DATA INÍCIO,DATA FIM,DESCRIÇÃO,DESCRIÇÃO PARA NFA-e,OBSERVAÇÃO,Contagem de caracteres
RS052040,,,,,,,,,,SIM,,,,,,1102016,1102016,"AP II,S.I,XLII -PEC P/VEI P/COMPLEX IND LEI FDI/RS",DIFERIMENTO - Código encerrado,,30
RS052041,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XLIII -EMBALAGEM DE OVOS FRESCOS",DIFERIMENTO - Saída de material de embalagem utilizado para o acondicionamento de ovos frescos,,94
RS052042,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XLIV -INSUMOS PETROQUIMICOS",DIFERIMENTO - Saída de insumos petroquímicos a dest.c/Protocolo visando ramo petroq./plástico; seja benef.do FUNDOPEM/RS,,120
RS052043,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XLV -COGUMELOS",DIFERIMENTO - Saída de cogumelos,,32
RS052044,,,,,,,,,,SIM,,,,,,1102016,1102016,LIVRO III ART.2 -PRESTACAO SERV. TRANSPORTE CARGA,DIFERIMENTO - Código encerrado,,30
RS052045,,,,,,,,,,SIM,,,,,,1102016,,"AP II,S,I,XLVI-ZONAS PROCESSAMENTO EXPORTACAO-ZPE",DIFERIMENTO - Saída de mercadorias destinadas a estabelecimentos situados nas Zonas de Processamento de Exportação - ZPE,,120
RS052046,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II,S,I,XLVII-GAS LIQUEFEITO DE PETROLEO E GAS N","DIFERIMENTO - Saída de gás liqüefeito de petróleo e gás natural, a estab.industrial em área industrial",,102
RS052047,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S,I,XLVIII-SAL PARA PECUARIA","DIFERIMENTO - Saída de sal, exceto sal de mesa, a produtor e a cooperativa de produtores para emprego na pecuária",,113
RS052048,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II,S,I,XLIX-GAS NATURAL","DIFERIMENTO - Saída de gás natural na industrialização em usina geradora de energ.elét., do importador/gerador até usina",,120
RS052049,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,L-MAQ E EQUIP P/COMPLEXO IND LEI FITEC/RS",DIFERIMENTO - Saída de máq./equip. a estabelecimento instalado em complexo industrial previsto FITEC/RS,,103
RS052050,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LI-PROTEINAS E GORDURAS VEGETAIS DE SOJA",DIFERIMENTO - Saída de proteína isolada/texturizada e gorduras veget. de soja por estab.beneficiador a estab.industrial,,119
RS052051,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LII-RESIDUOS DE MADEIRA E DE CASCA D","DIFERIMENTO - Saída de resíduos de madeira, a centrais geradoras termelétricas,como combust.na prod. de energia elétrica",,120
RS052052,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LIII-CARVAO MINERAL P/ INDUSTRIA DE","DIFERIMENTO - Saída de carvão mineral por estab.extrator, e de óleo combustível, destinados à industria de celulose",,115
RS052053,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LIV-MERCADORIAS P/ INDUSTRIA DO PROG",DIFERIMENTO - Saída de mercadorias a estabelecimento industrial integrante Programa SLP Cerâmico,,96
RS052054,,,,,,,,,,SIM,,,,,,1102016,,"AP II, S. I, LV-MATERIAS-PRIMAS E MATERIAIS DE EM","DIFERIMENTO - Saída, de estab.industrial,de matérias-primas e mat.de embalagem,a estab.industrial em área industrial",,116
RS052055,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II, S. I, LVI - BENZENO",DIFERIMENTO - Saída de benzeno a destinatário com Protocolo p/ampliação de indústria petroquímica e benef.do FUNDOPEM,,117
RS052056,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S.I,LVII-MAQUINAS E EQUIPAMENTOS P/A FABRIC","DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria de cerveja,refrigerante,suco,envase de água mineral",,117
RS052057,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LVIII-ATIVO PERMANENTE P/IND DE NAVIOS",DIFERIMENTO - Saída de máquinas e equipamentos industriais ao ativo permanente de estabelecimento industrial naval,,114
RS052058,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LIX-INSUMOS P/IND DE NAVIOS","DIFERIMENTO - Saída de peças, partes e componentes, matérias-primas e materiais de embalagem a estab.industrial naval",,117
RS052059,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S, I,LX - AVES VIVAS","DIFERIMENTO - Saída de aves vivas, com destino a estabelecimento abatedor",,73
RS052060,,,,,,,,,,SIM,,,,,,1102016,9022017,"AP II,S, I,LX - ATIVO PERMANENTE P SET MOV",DIFERIMENTO - Alterado,,22
RS052060,,,,,,,,,,SIM,,,,,,10022017, ,"AP II,S, I,LXI - ATIVO PERMANENTE P SET MOV",DIFERIMENTO - Saída de máq./equip.industriais a ativo permanente de estab.industrial moveleiro e coureiro-calçadista,,116
RS052061,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II, S. I, LXII - OLEO LUBRIFICANTE BASICO",DIFERIMENTO - Saída de óleo lubrificante básico decorrente de re-refino de óleo lubrificante usado ou contaminado,,113
RS052062,,,,,,,,,,SIM,,,,,,1102016,,"AP II, S. I, LXIII-MAQU. EQUIP. P/ IND. BIODIESEL","DIFERIMENTO - Saída de máq./equip./peças ao ativo permanente de produtor de biodiesel, que tenha firmado Termo de Acordo",,120
RS052063,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXIV-MAQU.EQUIP.FILME POLIPR.BIORIEN",DIFERIMENTO - Saída de máq./equip.industriais ao ativo perman.de estab.p/produção de filme de polipropileno biorientado,,119
RS052064,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXV-MAQU.EQUIP.P/IND.DERIVADOS LEITE",DIFERIMENTO - Saída de máq./equip.industriais ao ativo perman.de estab.industriais p/fabricação de derivados de leite,,117
RS052065,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXVI-PE-,MAT-PRI E MAT EMB P/PROD CELULO","DIFERIMENTO - Saída de matérias-primas,mat.de embalagem,peças a estab.industrial p/fabr.de celulose p/ fabric.de papel",,118
RS052066,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXVII-ATIVO PERM IND CELULOSE E OUTRAS P",DIFERIMENTO - Saída de máq./equip.industriais a ativo perm.de estab.industrial p/fabr.de celulose p/fabr.icação de papel,,120
RS052067,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXVIII-ATIVO PERM DE ABAT DE GADO VACUM","DIFERIMENTO - Saída de máq./equip.industriais a ativo perm.de estab.abatedor de gado vacum, ovino e bufalino",,108
RS052068,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXIX-ATIVO PERM DE IND DE RESINAS",DIFERIMENTO - Saída de máq./equip.a ativo perm.de estab.industrial p/prod.de resinas uréicas/fenólicas e de formaldeído,,119
RS052069,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXX-ATIVO PERM DE IND DE ALCOOL",DIFERIMENTO - Saída de máq./equip./peças a ativo perm.de destilaria produtora de álcool neutro e de álcool combustível,,118
RS052070,,,,,,,,,,SIM,,,,,,1102016,31122017,"AP II,S.I,LXXI-OLEO VEGETAL P/ IND DE BIODIESEL",DIFERIMENTO - Alterado,,22
RS052070,,,,,,,,,,SIM,,,,,,1012018,,"AP II,S.I,LXXI-OLEO VEG/ANIMAL P/IND. DE BIODIESEL E FAB. SABÃO","DIFERIMENTO - Saída de óleos e gorduras, vegetais ou animais, à indústria de biodiesel; e de sabão, detergente, etc",,115
RS052071,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXXII-PEC,MAT-PRI E MAT EMB E ATIVO PERM",DIFERIMENTO - Saída de máq./equip.a ativo perm. e mat.prima/peça a estab.industrial p/fabric.de aerogeradores eólicos,,117
RS052072,,,,,,,,,,SIM,,,,,,1102016, ,"AP.II,S.I,LXXIII.MAQ/EQUIP ATIVO PERM.P/IND.MDP",DIFERIMENTO - Saída de máq./equip.a ativo permamente a estab.industrial p/produção de painéis de MDP,,100
RS052073,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXIV-GRAOS MAMONA P/IND.BIOD",DIFERIMENTO - Saída de mamona destinada a estabelecimento industrial produtor de biodiesel,,90
RS052074,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II, S. I, LXXV. PETROLEO",DIFERIMENTO - Saída de petróleo,,31
RS052075,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXVI. CASCA DE ARROZ  E ""PELLETS"" DE CASCA DE ARROZ P/IND.","DIFERIMENTO - Saída de casca de arroz e ""pellets' de casca de arroz, destinada a estabelecimento industrial",,107
RS052076,,,,,,,,,,SIM,,,,,,1102016,,"AP.II,S.I,LXXVII.ATIVO PERM.USINA TERM.A CARVAO","DIFERIMENTO - Saída de máq./equip.a ativo permamente de usina termelétrica a carvão mineral, da contratada p/contratante",,120
RS052077,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXXVIII.",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria para encapsulamento e teste de semicondutores,,111
RS052078,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXIX",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria para a produção de butadieno,,94
RS052079,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXX",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria para a produção de pneumáticos,,96
RS052080,,,,,,,,,,SIM,,,,,,1102016,,"AP II, S. I, LXXXI",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria c/Protocolo de Intenções prevendo diferimento ,,112
RS052081,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXXII",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria de guindastes e caminhões-guindaste,,101
RS052082,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXXIII","DIFERIMENTO - Saída de matérias-primas, material de embalagem, peças a indústria de guindastes e caminhões-guindaste",,116
RS052083,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXXIV","DIFERIMENTO - Saída de ureia, por importador, a fabricante de resinas ureicas, fenólicas e melamínicas",,102
RS052084,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, LXXXV","DIFERIMENTO - Saída de matérias-primas, materiais de embalagem a estab.industrial p/fabricação de pneumáticos",,109
RS052085,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXXXVI.TRIGO EM GRAO P/ IND. DE RACAO","DIFERIMENTO - Saída de trigo em grão, produzido neste Estado, com destino à indústria de ração",,94
RS052086,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXXXVII,CONSTR.CONSER.MODER.EMBARCA--ES","DIFERIMENTO - Saída de mercadorias para construção, conservação, modernização e reparo de embarcações",,101
RS052087,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,LXXXVIII,ATI.PERM.CONSTR.MODER.EMBARCA--",DIFERIMENTO - Saída de máq./equip.a ativo permamente de indústria de construção/reparo de embarcações,,101
RS052088,,,,,,,,,,SIM,SIM,,SIM,,,1102016, ,"AP II,S.I,LXXXIX.QUEROS.AV/OLEO COMB.P/DISTR.COMB.","DIFERIMENTO - Saída de querosene de aviação e óleo combustível, por refinaria, destinada à distribuidora de combustíveis",,120
RS052089,,,,,,,,,,SIM,,,,,,1102016, ,"AP II, S. I, XC. PROD.ACAB.INFOR.E AUTOM.",DIFERIMENTO - Saída dos produtos acabados de informática e automação relacionados no Apêndice XIII,,98
RS052090,,,,,,,,,,SIM,,,,,,1102016,30092026,"AP II,S.I,XCI.COSM.PERF.HIG.PES.E TOUCADOR","DIFERIMENTO - Saída de cosméticos, perfumaria, art.de higiene pessoal e de toucador, relacionados no Ap.II, S.III, XXII",,119
RS052091,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XCII.RESIDUOS DE MADEIRA","DIFERIMENTO - Saída de resíduos de madeira, destinados à produção industrial ou à comercialização",,97
RS052092,,,,,,,,,,SIM,,,,,,1102016,31122017,"AP II,S.I,XCIII.MAT.PRIM.P/ESTR.MAR.P/PETR.E G.N.",DIFERIMENTO - Código encerrado,,30
RS052093,,,,,,,,,,SIM,,,,,,1102016, ,"AP.II,S.I,XCIV. MERC.IMP.C/DIF.P/PROCAM/RS",DIFERIMENTO - Saída de mercadoria importada com diferimento destinada a estab.industrial do PROCAM/RS,,101
RS052094,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XCV. MERC.DEST.DISTR.AGUA-POLO PETROQ.",DIFERIMENTO - Saída de mercadorias à distribuidora de água localizada no Polo Petroquímico de Triunfo,,101
RS052095,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XCVI.CAL VIVA E DOLOMITA P/TERMELETRICA","DIFERIMENTO - Saída de cal viva e de dolomita calcinada, destinadas à usina termelétrica",,88
RS052096,,,,,,,,,,SIM,,,,,,1102016, ,"AP II,S.I,XCVII.MERC.PARA TRAT.4 RODAS,RET.EMP.","DIFERIMENTO - Saída de merc. p/fabricação de eixos utilizados em tratores agríc.de 4 rodas, retroescav.e empilhadeiras",,118
RS052097,,,,,,,,,,SIM,,,,,,1102016,31032022,"AP II,S.I,XCVIII.FAB.VEIC.TRANSP.CARGAS.PROCAM/RS",DIFERIMENTO - Código encerrado,,30
RS052098,,,,,,,,,,SIM,,,,,,1012020, ,"AP.II,S.I,XXVI.LEITE FRESCO, PASTEURIZADO OU NÃO","DIFERIMENTO - Saída de leite fresco, pasteurizado ou não",,56
RS052099,,,,,,,,,,SIM,,,,,,1102020, ,"AP.II,S.I,XCIX. MILHO",DIFERIMENTO - Saída de milho,,28
RS052100,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.I,ITENS:I,II,IVaVI,VIIIaXV,XVIIaXX",DIFERIMENTO PARCIAL - Revogado,,30
RS052101,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBSI,ITENS:III,VII,XVI,XXVII,XLIVAXLI",DIFERIMENTO PARCIAL - Revogado,,30
RS052102,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II, S. IV, SUBS. I, ITENS: L ALXV, LXVIII, LXI",DIFERIMENTO PARCIAL - Revogado,,30
RS052103,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.I,ITENS:XXIII,LXX,LXXX,LXXXVII",DIFERIMENTO PARCIAL - Revogado,,30
RS052104,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II, S. IV, SUBS. II, ITENS I A IV-VESTUARIO E",DIFERIMENTO PARCIAL - Revogado,,30
RS052105,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II, S. IV, SUBS. II, ITENS V A VII-DE VIAG",DIFERIMENTO PARCIAL - Revogado,,30
RS052106,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II, S. IV, SUBS. II, ITEM VIII-MOVEIS E MOBILI",DIFERIMENTO PARCIAL - Revogado,,30
RS052107,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP IIS,IV,SUBSI,ITEM XCVI-CAL VIVA, CAL APAGADA E C",DIFERIMENTO PARCIAL - Revogado,,30
RS052108,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.III,ITENSI,IIEVIAXIEXXIIMERC.SET P",DIFERIMENTO PARCIAL - Revogado,,30
RS052109,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.III,ITENS:XII A XXI-MERC.SETOR PLA",DIFERIMENTO PARCIAL - Revogado,,30
RS052110,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.III,IT.:V E XXXII A XXXVI",DIFERIMENTO PARCIAL - Revogado,,30
RS052111,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,SIV,SUBSIII,ITENS XXV A XXXI-MERC P ALIMEN",DIFERIMENTO PARCIAL - Revogado,,30
RS052112,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.V,ITENS:I A XIV. MERC.COUR-CALC.",DIFERIMENTO PARCIAL - Revogado,,30
RS052113,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III, 1A, V","DIFERIMENTO PARCIAL - Saídas internas de insumos para ind.de ônibus,micro-ônibus,miniônibus e furgões,suas carrocerias",,118
RS052114,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"AP II,S.IV.SUBS.VI.I.BENS/MERC.DEST.ENV.BEB.AL.PAS","DIFERIMENTO PARCIAL - Livro III, art.1º-A, IV - Saídas internas de mercadorias p/envasar bebidas e alim. líq./pastosos",,118
RS052115,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"AP II,S.IV,SUBS.VII,ITENS I A XI. AVIC./SUINOCULT.",DIFERIMENTO PARCIAL - Revogado,,30
RS052116,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1A,VII.MOLAS,FL.MOLAS, A/F.FAB.MAQ.",DIFERIMENTO PARCIAL - Revogado,,30
RS052117,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1A,X.PROD.FARM.RELAC.NO RICMS",DIFERIMENTO PARCIAL - Revogado,,30
RS052118,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"AP II,S.IV,SUBS.VIII.ITENS I A IV. ACOS/FERROS","DIFERIMENTO PARCIAL - Livro III, art.1º-A, IX - Saídas internas de mercadorias relacionadas no Apêndice do RICMS citado ",,120
RS052119,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III, 1-A,XI.PROD.PLAST.P/BRINQUEDOS",DIFERIMENTO PARCIAL - Revogado,,30
RS052120,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III, 1-A,XII.COPOS PLAST.COM.P/DEST.",DIFERIMENTO PARCIAL - Revogado,,30
RS052121,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,  1-A, XIII",DIFERIMENTO PARCIAL - Saídas internas de produtos laminados planos p/fabricação de vagões ou caixas de carga de vagões,,118
RS052122,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,1-A,XIV.MERC.P/FAB.TR.ATR.R.ELETR.","DIFERIMENTO PARCIAL - Saídas internas de mercadorias p/fabr.de transformadores, autotransformadores e reatores elétricos",,120
RS052123,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III, 1-D E AP II,S.IV,MERC.P/IND.N.MEC.","DIFERIMENTO PARCIAL - Saídas internas de merc.p/industrializ.de reatores nucleares,caldeiras,máq.,aparelhos mecânicos",,117
RS052124,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1A,XV.INS.IND.INF.AUT.E ELETR.",DIFERIMENTO PARCIAL - Revogado,,30
RS052126,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1A,XVI,AP II,S.IV,SUBS.X.MERC.SETOR PL.",DIFERIMENTO PARCIAL - Revogado,,30
RS052127,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1A, I E AP II,S.IV,SUB.I,CX.FOLHAS ACO",DIFERIMENTO PARCIAL - Revogado,,30
RS052128,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III, 1A,XVII. MUCOSA INTES.SUINA",DIFERIMENTO PARCIAL - Revogado,,30
RS052129,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III, 1A,XVIII.INS.P/FAB.TRANSP.GRAN.;C/D B","DIFERIMENTO PARCIAL - Saídas internas de insumos p/fabr.de transp.de granéis,carregadores/descarreg.de navios e barcaças",,120
RS052130,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,1-A,XIX.LAM.PL.FB.VEIC. FOMENTAR.",DIFERIMENTO PARCIAL - Saídas internas de laminados planos a fabricantes de veículos beneficiário do FOMENTAR/RS,,111
RS052131,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III, 1-A, XX. LIGAS DE ALUMINIO",DIFERIMENTO PARCIAL - Revogado,,30
RS052132,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,1-A,XXI.",DIFERIMENTO PARCIAL - Saídas internas de laminados planos a fabricantes de veículos beneficiário do FOMENTAR/RS,,111
RS052133,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1-A,XXII.",DIFERIMENTO PARCIAL - Revogado,,30
RS052134,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1E.MERC.P/IND.POR ESTAB.ATIV.ECON.",DIFERIMENTO PARCIAL - Revogado,,30
RS052135,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1-A,XXIII.NAFTA DEST.A INDUSTR.",DIFERIMENTO PARCIAL - Revogado,,30
RS052136,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1-A,XXIV. MET.SOD.IND.NOVOS PROD.",DIFERIMENTO PARCIAL - Revogado,,30
RS052137,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"L.III,ART.1-F,AP.II,S.V,ITENS I,II,III e V","DIFERIMENTO PARCIAL - Saídas internas de cobre não refinado, eixos motores, bobinas/chapas de aço, e folhas de flandres",,119
RS052138,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III,1-A,XXV.MATERIAIS PARA PNEUMATICOS",DIFERIMENTO PARCIAL - Revogado,,30
RS052139,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,ART. 1-G. MAT.P/FAB.VEICULOS DE TRANSP.","DIFERIMENTO PARCIAL - Operações com mat.-prima,peças,partes p/fabr.de automóveis das posições 8702 e 8704 da NBM/SH-NCM",,119
RS052140,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,1-H.ACOS PLANOS,P/FAB.TUBOS DE ACO",DIFERIMENTO PARCIAL - Saídas internas de aços planos para fabricação de tubos de aço,,84
RS052141,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032021,"LIVRO III, 1-A, XXVI. GLICEROL EM BRUTO",DIFERIMENTO PARCIAL - Revogado,,30
RS052142,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III,1-A, XXVII. EMB. METALICAS",DIFERIMENTO PARCIAL - Saídas internas de embalagens metálicas promovidas por estabelcimento fabricante,,102
RS052143,,,,,SIM,,,,,SIM,,,,SIM,,1102016, ,"LIVRO III, 1-A,XXVIII.MAT.P/FAB.ARMAS E MUN.","DIFERIMENTO PARCIAL - Saídas internas de matéria-prima,peças p/fabr.de armas,revólveres,pistolas,cartuchos e munições",,117
RS052144,,,,,SIM,,,,,SIM,,,,SIM,,1102016,31032022,"LIVRO III,1-A,XXIX. BOB.CHP.ACO-PROCAM/RS",DIFERIMENTO PARCIAL - Código encerrado,,38
RS052145,,,,,SIM,,,,,SIM,,,,SIM,,1102020,31032025,"L.III,ART1-I FAB SIST CONSTR E ESTRUT METAL",DIFERIMENTO PARCIAL - Saídas internas de mercadorias a fabricantes de sistemas construtivos e de estruturas metálicas,,117
RS052146,,,,,SIM,,,,,SIM,,,,SIM,,1012020,,"LIVRO III,ART.1-A,XXX. PROD.LAMIN.PLAN.FERRO/ACO",DIFERIMENTO PARCIAL - Saídas internas de produtos laminados de ferro/aço p/.fabricação de silos e secadores para grãos,,118
RS052147,,,,,SIM,,,,,SIM,,,,SIM,,1102016,,"LIVRO III,ART.1-C.SAIDAS DE CENTRAL DE NEGOCIOS",DIFERIMENTO PARCIAL - Saídas por contribuinte que exerça a atividade de Central de Negócios,,91
RS052148,,,,,SIM,,,,,SIM,,,,SIM,,1052020,31032021,"LIVRO III,ART.1-A,XXXI.CIMENTO ASFALT.DE PETROLEO",DIFERIMENTO PARCIAL - Revogado,,30
RS052149,,,,,SIM,,,,,SIM,,,,SIM,,1102020,31122032,"L.III,ART.1-F,AP.II,S.V,IV.ETILENO","DIFERIMENTO PARCIAL - Saídas internas de etileno destinadas a estabelecimento fabricante de estireno, benef. FUNDOPEM",,117
RS052150,,,,,,,,,,SIM,SIM,,SIM,,,2012021,,"AP.II,S.I,CI. BIOGÁS E BIOMETANO P/ DISTRIBUIDORA",DIFERIMENTO - Saída de biogás e biometano por estab.industrial produtor à empresa concessionária distrib.de gás natural,,119
RS052151,,,,,,,,,,SIM,,,,,,2012021,,"AP.II,S.I,CII. RESÍDUOS AGROSSILVOPASTORIS","DIFERIMENTO - Saída de resíduos agrossilvopastoris, destinada a estabelecimento industrial produtor de biogás ou de biometano",,125
RS052152,,,,,,,,,,SIM,SIM,,SIM,,,2012021,,"AP.II,S.I,CIII. CARVÃO MINERAL P/ ESTAB DO POLO CARBOQUÍMICO",DIFERIMENTO - Saída de carvão mineral a estab.industrial localizado no Polo Carboquímico do RS,,94
RS052153,,,,,,,,,,SIM,,,,,,2012021,,"AP.II,S.I,CIV. ""PELLETS"" DE MADEIRA NCM 4401.31.00","DIFERIMENTO - Saída de “pellets” de madeira, classificados na posição 4401.31.00 da NBM/SH-NCM",,94
RS052154,,,,,,,,,,SIM,,,,,,1052022,,"AP.II,S.I,C. SAÍDA POR CONTRIBUITE NO REF",DIFERIMENTO - Saída de mercadorias quando houver previsão específica no Ato Declaratório de inclusão no REF,,107
RS052155,,,,,SIM,,,,,SIM,,,,SIM,,1042021,,"L.III,ART.1-J,I.LAMINADOS PLANOS DE FERRO/AÇO","DIFERIMENTO PARCIAL - Saídas internas de lam.planos NCMs 7209.1700,7209.1800 e 7225.5090 para fabric.de móveis de aço.",,118
RS052156,,,,,SIM,,,,,SIM,,,,SIM,,1042021,,"L.III,ART.1-J,II,A.BOBINAS,CHAPAS DE FERRO/AÇO",DIFERIMENTO PARCIAL - Saídas internas com destino a fabricantes de móveis de aço. Ver tabela de NCMs no inciso II.,,114
RS052157,,,,,SIM,,,,,SIM,,,,SIM,,1042021,,"L.III,ART.1-J,III,MERC.IMP.ABRIGO L.I,ART.53,VI","DIFERIMENTO PARCIAL - Saídas internas por importador, de merc. importadas ao abrigo do diferimento do L.I,art.53,VI.",,116
RS052158,,,,,SIM,,,,,SIM,,,,SIM,,1042021,,"L.III,ART.1-K.DIF. PARCIAL NÃO ESPECIFICADO","DIFERIMENTO PARCIAL - Hipóteses em que não se aplica o disposto nos arts.1º-A, 1º-C, 1º-D e 1º-F a 1º-J. ",,105
RS052159,,,,,,,,,,SIM,,,,,,1042021,31122028,"AP.II,S.I,CV. LAM.PLANOS E PERFIS DE ACO/FERRO",DIFERIMENTO - Saídas de laminados e perfis cfe.lista de NCMs na legislação para empresas benef.do Fundopem.,,107
RS052160,,,,,SIM,,,,,SIM,,,,SIM,,1052021,,"L.III,ART.1-L.MERC.SOB ST IMP.ABRIGO L.I,ART.53,VI","DIFERIMENTO PARCIAL - Saídas internas por importador, de merc. sob ST importadas ao abrigo do difer. do L.I,art.53,VI.",,118
